time,seconds_elapsed,bpm,rolling_mean
2024-12-11 15:02:49.763236900,8085.188236816406,72.0,86.29
2024-12-11 15:02:50.763236900,8086.188236816406,73.0,86.23
2024-12-11 15:02:59.763236900,8095.188236816406,82.0,86.2
2024-12-11 15:03:04.763236900,8100.188236816406,84.0,86.15
2024-12-11 15:03:09.763236900,8105.188236816406,76.0,86.06
2024-12-11 15:03:14.763236900,8110.188236816406,76.00000000000001,85.94
2024-12-11 15:03:15.763236900,8111.188236816406,77.0,85.84
2024-12-11 15:03:23.763236900,8119.188236816406,82.0,85.74
2024-12-11 15:03:28.763236900,8124.188236816406,78.00000000000001,85.62
2024-12-11 15:03:30.763236900,8126.188236816406,80.00000000000001,85.5
2024-12-11 15:03:54.763236900,8150.188236816406,91.0,85.55
2024-12-11 15:03:57.763236900,8153.188236816406,97.0,85.61
2024-12-11 15:04:02.763236900,8158.188236816406,100.0,85.66
2024-12-11 15:04:15.763236900,8171.188236816406,102.0,85.71
2024-12-11 15:04:39.763236900,8195.188236816406,90.0,85.71
2024-12-11 15:04:44.763236900,8200.188236816406,90.0,85.66
2024-12-11 15:04:48.763236900,8204.188236816406,87.0,85.61
2024-12-11 15:04:50.763236900,8206.188236816406,85.0,85.55
2024-12-11 15:06:20.263236900,8295.688236816406,83.0,85.48
2024-12-11 15:06:21.263236900,8296.688236816406,83.0,85.4
2024-12-11 15:06:30.263236900,8305.688236816406,83.0,85.32
2024-12-11 15:06:33.263236900,8308.688236816406,87.0,85.23
2024-12-11 15:06:40.263236900,8315.688236816406,92.0,85.14
2024-12-11 15:06:45.263236900,8320.688236816406,85.0,85.02
2024-12-11 15:06:50.263236900,8325.688236816406,80.0,84.9
2024-12-11 15:06:52.263236900,8327.688236816406,85.0,84.76
2024-12-11 15:07:00.263236900,8335.688236816406,80.00000000000001,84.61
2024-12-11 15:07:05.263236900,8340.688236816406,77.0,84.45
2024-12-11 15:07:10.263236900,8345.688236816406,80.00000000000001,84.32
2024-12-11 15:07:14.263236900,8349.688236816406,73.0,84.18
2024-12-11 15:07:20.263236900,8355.688236816406,83.0,84.16
2024-12-11 15:07:21.263236900,8356.688236816406,78.0,84.18
2024-12-11 15:07:26.263236900,8361.688236816406,81.0,84.25
2024-12-11 15:07:31.263236900,8366.688236816406,88.0,84.38
2024-12-11 15:07:37.263236900,8372.688236816406,87.0,84.54
2024-12-11 15:07:41.263236900,8376.688236816406,91.0,84.69
2024-12-11 15:07:46.263236900,8381.688236816406,86.0,84.88
2024-12-11 15:07:53.263236900,8388.688236816406,92.0,85.09
2024-12-11 15:07:56.263236900,8391.688236816406,92.0,85.32
2024-12-11 15:08:01.263236900,8396.688236816406,93.0,85.55
2024-12-11 15:08:06.263236900,8401.688236816406,94.0,85.75
2024-12-11 15:08:15.263236900,8410.688236816406,103.0,85.95
2024-12-11 15:08:16.263236900,8411.688236816406,104.0,86.15
2024-12-11 15:08:21.263236900,8416.688236816406,100.0,86.38
2024-12-11 15:08:28.263236900,8423.688236816406,106.0,86.63
2024-12-11 15:08:31.263236900,8426.688236816406,103.0,86.91
2024-12-11 15:08:40.263236900,8435.688236816406,100.0,87.19
2024-12-11 15:08:42.263236900,8437.688236816406,102.0,87.44
2024-12-11 15:08:50.263236900,8445.688236816406,100.0,87.71
2024-12-11 15:08:55.263236900,8450.688236816406,97.0,87.96
2024-12-11 15:08:59.263236900,8454.688236816406,98.0,88.23
2024-12-11 15:09:03.263236900,8458.688236816406,98.0,88.45
2024-12-11 15:09:06.263236900,8461.688236816406,103.0,88.63
2024-12-11 15:09:14.263236900,8469.688236816406,97.0,88.78
2024-12-11 15:09:20.263236900,8475.688236816406,92.0,88.91
2024-12-11 15:09:23.263236900,8478.688236816406,97.0,89.02
2024-12-11 15:09:30.263236900,8485.688236816406,102.0,89.11
2024-12-11 15:09:33.263236900,8488.688236816406,96.0,89.17
2024-12-11 15:09:38.263236900,8493.688236816406,94.0,89.19
2024-12-11 15:09:45.263236900,8500.688236816406,92.0,89.22
2024-12-11 15:09:47.263236900,8502.688236816406,95.0,89.24
2024-12-11 15:09:51.263236900,8506.688236816406,93.0,89.25
2024-12-11 15:09:57.263236900,8512.688236816406,93.0,89.25
2024-12-11 15:10:01.263236900,8516.688236816406,91.0,89.24
2024-12-11 15:10:06.263236900,8521.688236816406,85.0,89.2
2024-12-11 15:10:15.263236900,8530.688236816406,87.0,89.13
2024-12-11 15:10:20.263236900,8535.688236816406,92.0,89.08
2024-12-11 15:10:25.263236900,8540.688236816406,90.0,89.04
2024-12-11 15:10:29.263236900,8544.688236816406,92.0,88.96
2024-12-11 15:10:31.263236900,8546.688236816406,88.0,88.87
2024-12-11 15:10:36.263236900,8551.688236816406,89.0,88.79
2024-12-11 15:10:45.263236900,8560.688236816406,91.0,88.72
2024-12-11 15:10:50.263236900,8565.688236816406,83.0,88.6
2024-12-11 15:10:52.263236900,8567.688236816406,87.0,88.48
2024-12-11 15:11:00.263236900,8575.688236816406,76.0,88.29
2024-12-11 15:11:03.263236900,8578.688236816406,79.00000000000001,88.09
2024-12-11 15:11:10.263236900,8585.688236816406,75.0,87.9
2024-12-11 15:11:11.263236900,8586.688236816406,75.00000000000001,87.7
2024-12-11 15:11:16.263236900,8591.688236816406,75.0,87.51
2024-12-11 15:11:21.263236900,8596.688236816406,90.0,87.41
2024-12-11 15:11:28.263236900,8603.688236816406,89.0,87.38
2024-12-11 15:11:32.263236900,8607.688236816406,92.0,87.35
2024-12-11 15:11:36.263236900,8611.688236816406,102.0,87.35
2024-12-11 15:11:41.263236900,8616.688236816406,102.0,87.37
2024-12-11 15:11:50.263236900,8625.688236816406,102.0,87.41
2024-12-11 15:11:53.263236900,8628.688236816406,103.0,87.49
2024-12-11 15:12:01.263236900,8636.688236816406,101.0,87.56
2024-12-11 15:12:06.263236900,8641.688236816406,89.0,87.6
2024-12-11 15:12:08.263236900,8643.688236816406,86.0,87.68
