,time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed,heartbeat,sound,motion
565,1742830276000022500,565.6270224609375,50.64316550362855,1.2363521698206523,30.10996520677459,51.50886837781186,5.928878699429333,291.4190518620134,4.751178466676666,3.354227215,0.002417492,1.5157022508400186,106.0,-73.51169987560097,0.5370674010718866
566,1742830277000033000,566.6270329589844,50.82455564010888,1.2509045633736735,30.690634348327308,51.50887181439401,6.110268835909665,290.7720898962602,4.752989465117276,3.351660510444492,0.00239675,1.5083893400852988,106.0,-74.24546936647386,0.48061897181249474
567,1742830278000043000,567.627043,50.65365147590637,1.275061423693247,33.71124396535716,51.50887368463204,5.939364671707153,285.5429999267432,4.754149315,3.3500151224539234,0.002378568,1.3425121026671405,106.0,-75.25674169002757,0.23305901249282585
568,1742830279000053000,568.6270529785156,50.62507008668035,1.290707711595224,35.84736382780556,51.50887447493098,5.910783282481134,278.18778074596185,4.754719898324188,3.3492052372568724,0.002361948,1.210771953196846,106.0,-75.05804070292116,0.16172262628084527
569,1742830280000063500,569.6270634765625,50.84805530868471,1.280158164,32.69345751191068,51.50888048757324,6.133768504485488,282.4543387862651,4.752573009447806,3.352251008301297,0.00233942,1.3301672274092502,106.0,-66.27747265596278,0.8012951915050934
570,1742830281000073000,570.6270729980469,50.89162051770836,1.2551627931380858,31.070898125268634,51.50889047129599,6.177333713509142,291.65437762588806,4.751369499819398,3.353956605112057,0.002317179,1.4874165681826288,106.0,-71.09134179181028,2.224663022276172
571,1742830282000083500,571.6270834960937,50.97806507907808,1.2693273194903338,33.85617642083199,51.50889338373732,6.26377827487886,287.7532600657735,4.749977451122199,3.355927777324699,0.002299452,1.342561309689268,106.0,-68.84809664483328,3.818501204447989
572,1742830283000093000,572.6270930175781,51.02076946385205,1.277047769823065,37.18842505334591,51.50889448326684,6.306482659652829,280.46986234805973,4.748625241990249,3.3578408753128683,0.002284268,1.1516874154362422,106.0,-71.63949107374498,0.11698342067526404
573,1742830284000102400,573.6271022949219,50.88183160498738,1.276898787937539,32.610007340445726,51.50889739750473,6.167544800788164,280.84185139451307,4.748631499385486,3.357832026149132,0.002263101,1.3144327315713944,106.0,-69.35757880248048,0.46053908290203405
574,1742830285000112400,574.6271123046874,50.81261400133371,1.289545446743961,32.70941564584451,51.50889724919589,6.098327197134495,276.5742492322336,4.747498467363394,3.359433781929784,0.002244581,1.3000248247682549,106.0,-69.80981561843427,0.07505883538427256
575,1742830286000122000,575.6271220703125,50.79543674,1.2821565899453882,30.544548383275327,51.508901577102336,6.081149932928383,278.7696319758956,4.747549149355767,3.359362157797247,0.002222875,1.394033688097357,106.0,-67.44438174189453,1.8226299988295982
576,1742830287000131800,576.6271318359375,50.78213579487056,1.2903963082392609,30.498904843686542,51.50889836976344,6.067848990671337,267.3727971859427,4.74786307,3.3589184725899286,0.002201045,1.4025825042526232,106.0,-68.57761576460405,1.2755062183788786
577,1742830288000140500,577.6271406,50.78532424010336,1.2384433236478234,31.11406620678111,51.508891264360905,6.071037435904145,250.78100137082356,4.746200142115595,3.361267803042588,0.002181143,1.431857216648239,106.0,-67.12987808581899,2.140358613246734
578,1742830289000150800,578.6271508789063,50.70435235276818,1.1910186713796171,33.51249707153295,51.50888044331979,5.990065548568964,236.43229837283124,4.744774502926373,3.3632799391618637,0.002167004,1.4457055486752863,106.0,-68.82778183015398,1.7843683017238272
