time,seconds_elapsed,steps
1742831420374643200,1710.0016433105468,2593
1742831422934010600,1712.5610107421876,2602
1742831425493379600,1715.120379638672,2606
1742831428052759300,1717.6797592773437,2611
1742831430612147500,1720.2391474609376,2615
1742831433171564300,1722.7985642089843,2617
1742831435731045000,1725.3580451660157,2617
1742831443409914400,1733.0369143066407,2617
1742831445969608000,1735.5966079101563,2617
1742831469006466800,1758.633466796875,2617
1742831471566064400,1761.193064453125,2625
1742831474125635600,1763.7526354980469,2630
1742831476685183000,1766.3121828613282,2634
1742831479244704300,1768.8717043457032,2639
1742831481804200700,1771.4312006835937,2644
1742831484363668500,1773.9906684570312,2648
1742831486923111000,1776.5501108398437,2653
1742831489482526700,1779.1095266113282,2658
1742831492041917400,1781.6689174804687,2662
1742831494601289700,1784.228289794922,2667
1742831497160646000,1786.7876459960937,2671
1742831499719983000,1789.3469831542968,2676
1742831502279301600,1791.906301513672,2680
1742831504838600200,1794.4656000976563,2685
1742831507397882400,1797.0248823242187,2689
1742831509957147600,1799.584147705078,2694
1742831512516395500,1802.1433955078126,2698
1742831515075629800,1804.7026298828125,2702
1742831517634851000,1807.2618510742188,2707
1742831520194059800,1809.821059814453,2711
1742831522753256700,1812.380256591797,2716
1742831525312442000,1814.939442138672,2720
1742831527871615700,1817.4986157226563,2725
1742831530430789400,1820.0577893066406,2725
1742831532990000000,1822.6170002441406,2733
1742831535549283000,1825.1762829589843,2733
1742831538108612400,1827.7356123046875,2733
1742831540667968800,1830.29496875,2733
1742831543227356700,1832.8543566894532,2733
1742831545786771700,1835.4137717285157,2733
1742831550905679000,1840.5326791992188,2733
1742831553465175000,1843.092175048828,2743
1742831556024697000,1845.6516970214843,2747
1742831558584245500,1848.2112456054688,2752
1742831561143812600,1850.7708125,2756
1742831563703401200,1853.3304011230468,2761
1742831566263015200,1855.8900151367188,2765
1742831568822649600,1858.449649658203,2769
1742831571382306600,1861.009306640625,2774
1742831573941987600,1863.568987548828,2778
1742831576501689300,1866.128689453125,2783
1742831579061403600,1868.6884035644532,2788
1742831581621129500,1871.2481293945314,2792
1742831584180872200,1873.8078720703124,2797
1742831586740635100,1876.3676352539062,2801
1742831589300418000,1878.92741796875,2806
1742831591860223500,1881.487223388672,2810
1742831594420054000,1884.0470539550781,2815
1742831596979916800,1886.6069167480468,2819
1742831599539809300,1889.166809326172,2824
1742831602099727400,1891.7267272949218,2829
1742831604659661300,1894.2866613769531,2833
1742831607219609000,1896.8466091308594,2838
1742831609779567600,1899.4065676269531,2842
1742831612339529000,1901.9665290527344,2847
1742831614899494700,1904.5264946289062,2851
1742831617459467800,1907.0864677734376,2856
1742831620019450000,1909.6464501953126,2861
1742831622579437800,1912.2064377441407,2865
1742831625139430100,1914.7664301757814,2870
1742831627699429600,1917.3264296875,2875
1742831630259442000,1919.8864418945313,2879
1742831632819469800,1922.4464697265626,2884
1742831635379510500,1925.006510498047,2888
1742831637939560400,1927.566560546875,2893
1742831640499616800,1930.1266166992189,2898
1742831643059684900,1932.6866848144532,2902
1742831645619764000,1935.2467639160157,2907
1742831648179850500,1937.8068505859376,2911
1742831650739949800,1940.3669497070312,2916
1742831653300059600,1942.9270595703124,2920
1742831655860171000,1945.4871708984374,2925
1742831658420281300,1948.04728125,2925
1742831660980401200,1950.6074011230469,2925
1742831663540504800,1953.1675048828124,2925
1742831666100588800,1955.7275888671875,2925
1742831668660655600,1958.287655517578,2925
