time,seconds_elapsed,dBFS
1742829826958000000,116.58500024414063,-66.64549255371094
1742829827062000000,116.68900024414063,-66.64159393310547
1742829827167000000,116.794,-67.0798110961914
1742829827272000000,116.899,-65.94953918457031
1742829827375000000,117.002,-63.73076248168945
1742829827475000000,117.102,-63.227394104003906
1742829827574000000,117.20100024414063,-63.77328872680664
1742829827680000000,117.307,-64.29825592041016
1742829827782000000,117.40900024414063,-65.37239837646484
1742829827882000000,117.50899975585938,-67.3010482788086
1742829827981000000,117.608,-68.30284118652344
1742829828083000000,117.71,-66.72186279296875
1742829828185000000,117.812,-67.83531951904297
1742829828290000000,117.91699975585938,-62.38882064819336
1742829828391000000,118.018,-65.05240631103516
1742829828502000000,118.12900024414063,-66.09993743896484
1742829828598000000,118.22500024414063,-64.74589538574219
1742829828702000000,118.32900024414063,-67.1288833618164
1742829828805000000,118.432,-68.15733337402344
1742829828907000000,118.534,-67.70658111572266
1742829829007000000,118.634,-65.30651092529297
1742829829107000000,118.734,-66.56414031982422
1742829829208000000,118.835,-66.38633728027344
1742829829308000000,118.935,-65.86929321289062
1742829829412000000,119.039,-66.42893981933594
1742829829516000000,119.143,-66.36747741699219
1742829829617000000,119.244,-61.92679977416992
1742829829722000000,119.34899975585938,-64.616943359375
1742829829825000000,119.452,-65.55075073242188
1742829829927000000,119.554,-64.9375991821289
1742829830031000000,119.658,-43.63632583618164
1742829830133000000,119.76,-36.91791534423828
1742829830236000000,119.863,-41.79025650024414
1742829830341000000,119.968,-45.52387619018555
1742829830442000000,120.06899975585938,-50.919673919677734
1742829830542000000,120.16900024414062,-54.33121871948242
1742829830647000000,120.274,-57.19467544555664
1742829830748000000,120.375,-60.56733703613281
1742829830850000000,120.47699975585938,-62.726444244384766
1742829830951000000,120.578,-65.05821990966797
1742829831055000000,120.682,-65.79078674316406
1742829831155000000,120.782,-65.59938049316406
1742829831260000000,120.887,-68.4968490600586
1742829831365000000,120.992,-69.32620239257812
1742829831467000000,121.094,-70.31880187988281
1742829831572000000,121.199,-71.49082946777344
1742829831674000000,121.30099975585938,-63.946712493896484
1742829831774000000,121.40100024414062,-66.66703796386719
1742829831875000000,121.502,-68.42572784423828
1742829831977000000,121.604,-70.02435302734375
1742829832078000000,121.70500024414062,-69.46986389160156
1742829832182000000,121.80900024414062,-70.82738494873047
1742829832282000000,121.90899975585937,-71.61422729492188
1742829832382000000,122.00900024414062,-72.18897247314453
1742829832483000000,122.11,-71.21662902832031
1742829832584000000,122.211,-63.594932556152344
1742829832685000000,122.312,-65.33613586425781
1742829832790000000,122.41700024414062,-61.382381439208984
1742829832894000000,122.52100024414062,-63.98219680786133
1742829832999000000,122.626,-64.96424102783203
1742829833102000000,122.72900024414062,-66.73473358154297
1742829833206000000,122.83300024414062,-68.44123077392578
1742829833311000000,122.938,-70.71279907226562
1742829833415000000,123.042,-72.28268432617188
1742829833517000000,123.144,-73.34927368164062
1742829833618000000,123.24499975585937,-74.08126068115234
1742829833723000000,123.35,-75.81476593017578
1742829833827000000,123.454,-70.86768341064453
1742829833931000000,123.558,-71.85648345947266
1742829834036000000,123.663,-70.09107971191406
1742829834140000000,123.767,-71.73348999023438
1742829834241000000,123.868,-73.21749114990234
1742829834344000000,123.971,-73.88815307617188
1742829834447000000,124.074,-72.74280548095703
1742829834550000000,124.17700024414063,-73.53954315185547
1742829834654000000,124.28100024414063,-74.15280151367188
1742829834755000000,124.382,-72.94093322753906
1742829834859000000,124.486,-73.26515197753906
1742829834962000000,124.58899975585938,-74.6142807006836
1742829835066000000,124.69299975585938,-74.27239990234375
1742829835168000000,124.795,-74.3902359008789
1742829835268000000,124.895,-75.17665100097656
1742829835369000000,124.996,-69.01445007324219
1742829835470000000,125.09700024414063,-70.50594329833984
1742829835575000000,125.202,-72.5324478149414
1742829835679000000,125.306,-72.26661682128906
1742829835782000000,125.40900024414063,-61.69978332519531
1742829835882000000,125.50899975585938,-64.24627685546875
1742829835982000000,125.60900024414063,-66.40579223632812
1742829836082000000,125.70899975585938,-69.12703704833984
1742829836187000000,125.814,-70.55989837646484
1742829836292000000,125.919,-72.69231414794922
1742829836396000000,126.023,-72.89034271240234
1742829836498000000,126.12499975585938,-69.18011474609375
1742829836610000000,126.23699975585937,-69.2828598022461
1742829836713000000,126.34,-71.15003204345703
1742829836817000000,126.444,-71.52088165283203
1742829836922000000,126.54899975585937,-71.8886489868164
1742829837025000000,126.652,-74.13798522949219
1742829837129000000,126.756,-70.76171875
1742829837232000000,126.859,-69.66255950927734
1742829837334000000,126.96100024414062,-66.16987609863281
1742829837435000000,127.062,-68.3689956665039
1742829837539000000,127.166,-70.01809692382812
1742829837642000000,127.26899975585937,-71.3186264038086
1742829837745000000,127.372,-73.78974914550781
1742829837849000000,127.476,-73.77054595947266
1742829837949000000,127.576,-74.152587890625
1742829838050000000,127.67699975585937,-75.28604888916016
1742829838151000000,127.778,-76.32048797607422
1742829838252000000,127.879,-76.99966430664062
1742829838356000000,127.983,-65.02561950683594
1742829838457000000,128.084,-67.82836151123047
1742829838559000000,128.186,-70.5696792602539
1742829838662000000,128.28900024414062,-71.51215362548828
1742829838766000000,128.39300024414064,-71.91273498535156
1742829838865000000,128.492,-72.28306579589844
1742829838967000000,128.594,-72.40245056152344
1742829839067000000,128.694,-72.81085205078125
1742829839169000000,128.796,-70.77131652832031
1742829839274000000,128.90099975585937,-70.47211456298828
1742829839375000000,129.002,-71.77574920654297
1742829839478000000,129.10500024414063,-71.19231414794922
1742829839582000000,129.2090002441406,-73.158935546875
1742829839687000000,129.314,-74.43427276611328
1742829839791000000,129.418,-71.35401916503906
1742829839894000000,129.52100024414062,-73.23583221435547
1742829839996000000,129.623,-74.24414825439453
1742829840099000000,129.726,-74.05240631103516
1742829840208000000,129.835,-75.01958465576172
1742829840308000000,129.935,-75.76151275634766
1742829840413000000,130.04,-76.06752014160156
1742829840517000000,130.144,-75.70254516601562
1742829840618000000,130.24499975585937,-76.24040222167969
1742829840720000000,130.347,-77.06915283203125
1742829840823000000,130.45,-75.76790618896484
1742829840924000000,130.551,-76.81730651855469
1742829841026000000,130.65299975585938,-77.91227722167969
1742829841129000000,130.756,-77.16283416748047
1742829841232000000,130.859,-78.11473083496094
1742829841337000000,130.964,-76.28596496582031
1742829841438000000,131.06500024414063,-76.79820251464844
1742829841542000000,131.16900024414062,-75.62007904052734
1742829841642000000,131.26899975585937,-76.69361877441406
1742829841742000000,131.36900024414064,-77.23675537109375
1742829841842000000,131.4689997558594,-73.51457214355469
1742829841942000000,131.56900024414062,-74.7762222290039
1742829842042000000,131.66899975585937,-75.84211730957031
1742829842145000000,131.772,-76.93623352050781
1742829842249000000,131.876,-75.3917236328125
1742829842351000000,131.978,-77.00997161865234
1742829842452000000,132.079,-77.13309478759766
1742829842555000000,132.182,-75.28351593017578
1742829842659000000,132.286,-76.45271301269531
1742829842759000000,132.386,-75.70169067382812
1742829842859000000,132.486,-76.33763885498047
1742829842959000000,132.586,-77.25203704833984
1742829843059000000,132.686,-77.55255126953125
1742829843159000000,132.786,-78.2628402709961
1742829843262000000,132.88900024414062,-78.36628723144531
1742829843366000000,132.99300024414063,-76.86956787109375
1742829843467000000,133.094,-77.07535552978516
1742829843566000000,133.19300024414062,-78.1606674194336
1742829843666000000,133.29299975585937,-77.8038558959961
1742829843767000000,133.394,-76.52249145507812
1742829843872000000,133.499,-77.48200988769531
1742829843974000000,133.60100024414064,-74.9369125366211
1742829844076000000,133.703,-75.42314910888672
1742829844175000000,133.802,-74.33012390136719
1742829844275000000,133.902,-75.69759368896484
1742829844376000000,134.003,-76.0577392578125
1742829844476000000,134.103,-76.82766723632812
1742829844579000000,134.206,-77.1556396484375
1742829844683000000,134.31,-72.27159881591797
1742829844783000000,134.41,-74.17660522460938
1742829844883000000,134.51,-74.89839172363281
1742829844983000000,134.61,-75.38381958007812
1742829845083000000,134.71,-76.53107452392578
1742829845183000000,134.81,-77.00608825683594
1742829845283000000,134.91,-77.64076232910156
1742829845384000000,135.011,-75.96165466308594
1742829845485000000,135.112,-75.57041931152344
1742829845588000000,135.215,-75.9615478515625
1742829845694000000,135.32100024414063,-74.73009490966797
1742829845794000000,135.42099975585938,-75.13867950439453
1742829845897000000,135.524,-75.95597076416016
1742829845999000000,135.626,-69.10623931884766
1742829846103000000,135.73,-70.54737854003906
1742829846208000000,135.835,-67.21234893798828
1742829846309000000,135.936,-67.79010009765625
1742829846413000000,136.04,-69.05740356445312
1742829846517000000,136.144,-70.07054901123047
1742829846623000000,136.25,-70.97618103027344
1742829846727000000,136.354,-70.93388366699219
1742829846828000000,136.455,-70.01800537109375
1742829846932000000,136.559,-70.9811782836914
1742829847032000000,136.659,-71.90449523925781
1742829847134000000,136.76100024414063,-72.86946105957031
1742829847234000000,136.86099975585938,-70.5116195678711
1742829847336000000,136.963,-42.68254852294922
1742829847440000000,137.067,-46.63595962524414
1742829847539000000,137.166,-50.48002243041992
1742829847642000000,137.26899975585937,-55.9792594909668
1742829847744000000,137.371,-59.4044075012207
1742829847846000000,137.47300024414062,-63.38169860839844
1742829847950000000,137.57700024414063,-65.3929214477539
1742829848050000000,137.67699975585938,-67.09225463867188
1742829848150000000,137.77700024414062,-68.35578155517578
1742829848250000000,137.87699975585937,-69.33819580078125
1742829848350000000,137.9770002441406,-69.68358612060547
1742829848450000000,138.07699975585936,-67.47747039794922
1742829848550000000,138.17700024414063,-64.61439514160156
1742829848652000000,138.279,-66.0400619506836
1742829848755000000,138.382,-67.07295227050781
1742829848860000000,138.487,-68.59260559082031
1742829848962000000,138.58899975585936,-63.609764099121094
1742829849066000000,138.69299975585938,-31.760160446166992
1742829849170000000,138.7969997558594,-35.152713775634766
1742829849272000000,138.899,-39.169960021972656
1742829849376000000,139.003,-43.10857391357422
1742829849478000000,139.10500024414063,-42.15810012817383
1742829849579000000,139.206,-45.796993255615234
1742829849683000000,139.31,-51.364810943603516
1742829849783000000,139.41,-54.63911056518555
1742829849883000000,139.51,-58.046932220458984
1742829849983000000,139.61,-61.973968505859375
1742829850083000000,139.71,-45.471309661865234
1742829850183000000,139.81,-49.121116638183594
1742829850283000000,139.91,-54.16300582885742
1742829850383000000,140.01,-57.50336456298828
1742829850484000000,140.111,-60.53950119018555
1742829850583000000,140.21,-57.3842887878418
1742829850683000000,140.31,-59.02125549316406
1742829850783000000,140.41,-61.126731872558594
1742829850883000000,140.51,-64.67313385009766
1742829850984000000,140.611,-66.11198425292969
1742829851086000000,140.71300024414063,-67.15685272216797
1742829851191000000,140.818,-53.61405944824219
1742829851292000000,140.919,-56.90212631225586
1742829851395000000,141.022,-60.92229080200195
1742829851494000000,141.12100024414062,-63.13429260253906
1742829851595000000,141.222,-62.796104431152344
1742829851702000000,141.32900024414062,-44.05242919921875
1742829851797000000,141.424,-47.51163101196289
1742829851901000000,141.528,-52.763301849365234
1742829852001000000,141.628,-55.940216064453125
1742829852106000000,141.73299975585937,-58.81132125854492
1742829852210000000,141.83699975585938,-61.39849853515625
1742829852311000000,141.938,-62.90185546875
1742829852412000000,142.039,-65.7202377319336
1742829852512000000,142.139,-67.06161499023438
1742829852612000000,142.239,-68.52526092529297
1742829852712000000,142.339,-67.94515991210938
1742829852813000000,142.44,-66.71726989746094
1742829852917000000,142.544,-67.49279022216797
1742829853017000000,142.644,-68.92792510986328
1742829853117000000,142.744,-68.47908782958984
1742829853217000000,142.844,-67.06277465820312
1742829853317000000,142.944,-68.38241577148438
1742829853417000000,143.044,-68.27235412597656
1742829853517000000,143.144,-68.81575012207031
1742829853617000000,143.244,-68.69944763183594
1742829853717000000,143.344,-69.64520263671875
1742829853817000000,143.444,-70.91388702392578
1742829853917000000,143.544,-68.30191040039062
1742829854016000000,143.643,-67.91368865966797
1742829854117000000,143.744,-69.16575622558594
1742829854222000000,143.84900024414063,-69.1614990234375
1742829854325000000,143.952,-70.42527770996094
1742829854429000000,144.056,-65.45661926269531
1742829854530000000,144.15699975585937,-61.37435531616211
1742829854634000000,144.2609997558594,-64.75299835205078
1742829854736000000,144.363,-65.90608215332031
1742829854841000000,144.468,-67.48522186279297
1742829854953000000,144.58,-66.76083374023438
1742829855052000000,144.679,-65.80803680419922
1742829855157000000,144.784,-66.1988754272461
1742829855263000000,144.89,-64.56287384033203
1742829855365000000,144.992,-66.58396911621094
1742829855467000000,145.094,-68.27139282226562
1742829855568000000,145.195,-69.14165496826172
1742829855671000000,145.298,-69.93988800048828
1742829855776000000,145.403,-71.08554077148438
1742829855879000000,145.506,-66.6517562866211
1742829855982000000,145.60900024414062,-67.86321258544922
1742829856084000000,145.711,-69.52287292480469
1742829856188000000,145.815,-68.55980682373047
1742829856294000000,145.92100024414063,-69.14146423339844
1742829856394000000,146.02099975585938,-67.48494720458984
1742829856497000000,146.124,-67.9225845336914
1742829856600000000,146.227,-68.68510437011719
1742829856702000000,146.32900024414062,-70.34227752685547
1742829856803000000,146.43,-71.77882385253906
1742829856905000000,146.532,-73.29376983642578
1742829857005000000,146.632,-71.86043548583984
1742829857110000000,146.73700024414063,-73.91738891601562
1742829857212000000,146.839,-74.35002899169922
1742829857317000000,146.944,-75.3355941772461
1742829857418000000,147.04499975585938,-75.82523345947266
1742829857518000000,147.14500024414062,-74.46867370605469
1742829857620000000,147.247,-44.23334503173828
1742829857724000000,147.351,-46.45737075805664
1742829857830000000,147.45700024414063,-52.00774383544922
1742829857935000000,147.562,-55.45890426635742
1742829858036000000,147.663,-58.77500534057617
1742829858138000000,147.76499975585938,-63.26236343383789
1742829858242000000,147.86899975585936,-65.60552215576172
1742829858343000000,147.97,-67.42420959472656
1742829858445000000,148.072,-68.64469146728516
1742829858546000000,148.17299975585937,-69.31754302978516
1742829858646000000,148.27300024414063,-69.85981750488281
1742829858752000000,148.379,-68.55818939208984
1742829858856000000,148.483,-69.55757904052734
1742829858961000000,148.588,-70.42169952392578
1742829859061000000,148.688,-71.19197082519531
1742829859161000000,148.788,-70.24230194091797
1742829859261000000,148.888,-71.52308654785156
1742829859368000000,148.995,-70.73481750488281
1742829859470000000,149.09700024414062,-69.06741333007812
1742829859572000000,149.199,-69.98908996582031
1742829859676000000,149.303,-70.6269760131836
1742829859777000000,149.404,-71.55023193359375
1742829859878000000,149.50500024414063,-70.00922393798828
1742829859979000000,149.606,-66.91580963134766
1742829860086000000,149.71300024414063,-69.14818572998047
1742829860189000000,149.816,-71.57157897949219
1742829860289000000,149.916,-72.18816375732422
1742829860391000000,150.018,-72.81822204589844
1742829860493000000,150.12,-73.09101867675781
1742829860594000000,150.22099975585937,-70.57067108154297
1742829860693000000,150.32,-72.09253692626953
1742829860796000000,150.423,-72.5931167602539
1742829860900000000,150.527,-67.805419921875
1742829861002000000,150.62899975585938,-69.74375915527344
1742829861102000000,150.72900024414062,-71.32169342041016
1742829861202000000,150.82899975585937,-72.66172790527344
1742829861302000000,150.92900024414064,-69.68970489501953
1742829861402000000,151.0289997558594,-70.85565185546875
1742829861506000000,151.13299975585937,-71.38206481933594
1742829861610000000,151.2369997558594,-71.97058868408203
1742829861714000000,151.34099975585937,-72.3359146118164
1742829861817000000,151.444,-72.80438995361328
1742829861926000000,151.55300024414063,-74.10822296142578
1742829862025000000,151.652,-73.18931579589844
1742829862126000000,151.75300024414062,-73.24412536621094
1742829862227000000,151.854,-70.49169921875
1742829862328000000,151.955,-71.36534118652344
1742829862432000000,152.059,-71.22874450683594
1742829862536000000,152.163,-72.33690643310547
1742829862636000000,152.263,-72.22620391845703
1742829862736000000,152.363,-71.60346984863281
1742829862838000000,152.4650002441406,-72.79564666748047
1742829862942000000,152.56900024414062,-71.17366027832031
1742829863042000000,152.66899975585937,-71.25818634033203
1742829863142000000,152.7690002441406,-72.1170425415039
1742829863257000000,152.884,-70.37103271484375
1742829863360000000,152.987,-70.86367797851562
1742829863462000000,153.08900024414064,-71.94384002685547
1742829863563000000,153.19,-72.78440856933594
1742829863668000000,153.295,-72.49251556396484
1742829863769000000,153.396,-70.64842224121094
1742829863871000000,153.498,-71.4896011352539
1742829863976000000,153.603,-71.89221954345703
1742829864077000000,153.704,-72.46366119384766
1742829864177000000,153.804,-72.82848358154297
1742829864283000000,153.91,-73.45852661132812
1742829864387000000,154.014,-70.9422836303711
1742829864488000000,154.115,-72.47248077392578
1742829864591000000,154.218,-72.572998046875
1742829864692000000,154.319,-71.57582092285156
1742829864792000000,154.419,-70.27220153808594
1742829864891000000,154.518,-69.9333724975586
1742829864991000000,154.618,-70.79045867919922
1742829865094000000,154.7210002441406,-71.50105285644531
1742829865194000000,154.82099975585936,-69.65145111083984
1742829865294000000,154.92100024414063,-69.4168472290039
1742829865394000000,155.02099975585938,-70.736572265625
1742829865495000000,155.122,-68.96057891845703
1742829865600000000,155.227,-69.1716537475586
1742829865702000000,155.32900024414062,-66.82731628417969
1742829865806000000,155.43300024414063,-67.47332000732422
1742829865911000000,155.538,-68.90148162841797
1742829866010000000,155.63699975585936,-69.47413635253906
1742829866111000000,155.738,-66.17743682861328
1742829866211000000,155.838,-67.21123504638672
1742829866311000000,155.938,-67.68525695800781
1742829866410000000,156.03699975585937,-68.39189147949219
1742829866511000000,156.138,-68.45317840576172
1742829866614000000,156.24100024414062,-63.798057556152344
1742829866718000000,156.34500024414064,-65.95797729492188
1742829866821000000,156.448,-67.39224243164062
1742829866923000000,156.55,-69.129150390625
1742829867025000000,156.652,-68.9597396850586
1742829867127000000,156.754,-66.87610626220703
1742829867228000000,156.855,-67.89091491699219
1742829867327000000,156.954,-64.8974380493164
1742829867427000000,157.054,-65.49589538574219
1742829867528000000,157.155,-67.57917022705078
1742829867628000000,157.255,-65.08596801757812
1742829867728000000,157.355,-44.066932678222656
1742829867829000000,157.456,-46.652122497558594
1742829867931000000,157.558,-48.445701599121094
1742829868036000000,157.663,-52.855865478515625
1742829868135000000,157.762,-56.34608840942383
1742829868239000000,157.866,-59.5753288269043
1742829868343000000,157.97,-63.64358901977539
1742829868446000000,158.07300024414062,-58.04685974121094
1742829868550000000,158.17700024414063,-60.64059829711914
1742829868655000000,158.282,-49.74211120605469
1742829868757000000,158.384,-53.46310806274414
1742829868859000000,158.486,-55.78316116333008
1742829868960000000,158.587,-57.40290069580078
1742829869060000000,158.687,-60.8265495300293
1742829869165000000,158.792,-62.49652862548828
1742829869268000000,158.895,-64.1893310546875
1742829869369000000,158.996,-65.48428344726562
1742829869473000000,159.1,-66.63046264648438
1742829869578000000,159.20499975585938,-68.22058868408203
1742829869678000000,159.30500024414061,-67.65631103515625
1742829869782000000,159.40900024414063,-66.5382080078125
1742829869887000000,159.514,-67.46427917480469
1742829869991000000,159.618,-56.4562873840332
1742829870095000000,159.722,-59.38621139526367
1742829870194000000,159.82099975585936,-62.2015495300293
1742829870295000000,159.922,-66.0970230102539
1742829870399000000,160.026,-67.75555419921875
1742829870502000000,160.12900024414063,-69.62086486816406
1742829870602000000,160.22899975585938,-69.32161712646484
1742829870706000000,160.33299975585936,-69.70845031738281
1742829870808000000,160.435,-70.4456787109375
1742829870911000000,160.538,-70.961669921875
1742829871015000000,160.642,-69.10352325439453
1742829871118000000,160.7450002441406,-65.4498062133789
1742829871220000000,160.847,-67.06272888183594
1742829871319000000,160.946,-68.99414825439453
1742829871423000000,161.05,-66.75391387939453
1742829871527000000,161.154,-68.73716735839844
1742829871630000000,161.2570002441406,-69.70831298828125
1742829871735000000,161.362,-69.8403091430664
1742829871836000000,161.463,-69.3370590209961
1742829871937000000,161.564,-69.72127532958984
1742829872043000000,161.67,-69.70150756835938
1742829872145000000,161.772,-69.2065658569336
1742829872245000000,161.872,-69.67432403564453
1742829872345000000,161.972,-70.76908874511719
1742829872454000000,162.08100024414063,-71.34600830078125
1742829872553000000,162.18,-70.30233001708984
1742829872657000000,162.284,-71.0103988647461
1742829872761000000,162.388,-71.04937744140625
1742829872866000000,162.4929997558594,-71.40177154541016
1742829872967000000,162.594,-69.18418884277344
1742829873074000000,162.70099975585939,-70.28358459472656
1742829873175000000,162.802,-68.2461166381836
1742829873278000000,162.90500024414064,-69.93272399902344
1742829873378000000,163.0049997558594,-70.4054946899414
1742829873478000000,163.10500024414063,-70.157470703125
1742829873579000000,163.206,-71.3245620727539
1742829873683000000,163.31,-71.93328094482422
1742829873786000000,163.41299975585937,-70.2821044921875
1742829873886000000,163.5130002441406,-68.1620864868164
1742829873991000000,163.618,-69.6805191040039
1742829874095000000,163.722,-70.58491516113281
1742829874200000000,163.827,-69.73906707763672
1742829874301000000,163.928,-69.0089111328125
1742829874404000000,164.031,-69.53009033203125
1742829874505000000,164.132,-69.40734100341797
1742829874610000000,164.2369997558594,-68.53681182861328
1742829874711000000,164.338,-69.4543228149414
1742829874813000000,164.44,-65.74291229248047
1742829874918000000,164.54500024414062,-67.05540466308594
1742829875020000000,164.647,-66.84677124023438
1742829875123000000,164.75,-68.47695922851562
1742829875227000000,164.854,-65.59815216064453
1742829875328000000,164.955,-63.16032409667969
1742829875433000000,165.06,-64.22342681884766
1742829875537000000,165.164,-66.32044982910156
1742829875642000000,165.26899975585937,-67.54618835449219
1742829875745000000,165.372,-67.0760498046875
1742829875850000000,165.47699975585937,-68.09944915771484
1742829875957000000,165.584,-68.90420532226562
1742829876062000000,165.68900024414063,-69.03995513916016
1742829876161000000,165.788,-69.58148956298828
1742829876261000000,165.888,-70.05317687988281
1742829876363000000,165.99,-69.97834777832031
1742829876468000000,166.095,-68.21964263916016
1742829876569000000,166.196,-69.33659362792969
1742829876672000000,166.299,-69.98152923583984
1742829876776000000,166.403,-69.87694549560547
1742829876878000000,166.50500024414063,-70.1932373046875
1742829876983000000,166.61,-68.67057800292969
1742829877088000000,166.715,-69.21784973144531
1742829877188000000,166.815,-67.40703582763672
1742829877292000000,166.919,-69.67308807373047
1742829877394000000,167.02099975585938,-70.77468872070312
1742829877495000000,167.122,-70.48551177978516
1742829877594000000,167.22099975585937,-69.5076675415039
1742829877696000000,167.323,-70.91667175292969
1742829877800000000,167.427,-72.19195556640625
1742829877903000000,167.53,-69.44497680664062
1742829878008000000,167.635,-70.26219177246094
1742829878111000000,167.738,-71.30265808105469
1742829878211000000,167.838,-72.07107543945312
1742829878317000000,167.944,-70.35369873046875
1742829878420000000,168.047,-71.10652160644531
1742829878521000000,168.148,-71.76371765136719
1742829878624000000,168.251,-72.72162628173828
1742829878726000000,168.35300024414062,-73.36347961425781
1742829878828000000,168.455,-72.4740982055664
1742829878930000000,168.55699975585938,-72.90230560302734
1742829879038000000,168.66500024414063,-72.56451416015625
1742829879142000000,168.7690002441406,-71.36805725097656
1742829879245000000,168.872,-70.16761016845703
1742829879346000000,168.97299975585938,-71.3538589477539
1742829879447000000,169.074,-71.768310546875
1742829879549000000,169.176,-72.67874908447266
1742829879659000000,169.286,-72.7987060546875
1742829879761000000,169.388,-71.34935760498047
1742829879862000000,169.4890002441406,-69.53204345703125
1742829879962000000,169.58899975585936,-70.75702667236328
1742829880062000000,169.68900024414063,-71.7725601196289
1742829880161000000,169.788,-69.30889129638672
1742829880262000000,169.88900024414062,-70.094970703125
1742829880362000000,169.98899975585937,-70.10881805419922
1742829880462000000,170.08900024414064,-71.21525573730469
1742829880566000000,170.19300024414062,-71.36034393310547
1742829880670000000,170.29700024414063,-70.83112335205078
1742829880771000000,170.398,-71.6673812866211
1742829880872000000,170.499,-72.66483306884766
1742829880975000000,170.602,-72.3244400024414
1742829881078000000,170.70500024414062,-71.95365905761719
1742829881180000000,170.807,-72.58529663085938
1742829881288000000,170.915,-71.56855773925781
1742829881392000000,171.019,-70.64608001708984
1742829881495000000,171.122,-68.59996032714844
1742829881595000000,171.222,-70.5229721069336
1742829881700000000,171.327,-65.30782318115234
1742829881801000000,171.428,-66.71576690673828
1742829881902000000,171.52900024414063,-68.51593017578125
1742829882003000000,171.63,-69.46648406982422
1742829882105000000,171.732,-70.42868041992188
1742829882212000000,171.839,-70.6180648803711
1742829882312000000,171.939,-70.82394409179688
1742829882414000000,172.04100024414063,-70.30694580078125
1742829882520000000,172.147,-71.22840881347656
1742829882622000000,172.24900024414063,-68.67095947265625
1742829882724000000,172.351,-68.53890228271484
1742829882828000000,172.455,-69.13702392578125
1742829882928000000,172.555,-70.60614013671875
1742829883029000000,172.656,-70.69709777832031
1742829883129000000,172.756,-70.22383880615234
1742829883228000000,172.855,-71.03667449951172
1742829883328000000,172.955,-69.81867980957031
1742829883430000000,173.05700024414062,-70.27688598632812
1742829883529000000,173.156,-70.86067962646484
1742829883629000000,173.256,-69.21363830566406
1742829883728000000,173.355,-68.78385925292969
1742829883831000000,173.458,-59.117897033691406
1742829883935000000,173.562,-61.67060470581055
1742829884036000000,173.663,-64.92475891113281
1742829884135000000,173.762,-65.96534729003906
1742829884235000000,173.862,-66.51280975341797
1742829884336000000,173.963,-67.48847198486328
1742829884435000000,174.062,-67.64659118652344
1742829884535000000,174.162,-68.65080261230469
1742829884637000000,174.264,-69.07212829589844
1742829884736000000,174.363,-68.34407043457031
1742829884838000000,174.4650002441406,-67.59953308105469
1742829884943000000,174.57,-68.59656524658203
1742829885046000000,174.67300024414064,-69.29784393310547
1742829885146000000,174.7729997558594,-70.38955688476562
1742829885253000000,174.88,-70.7207260131836
1742829885353000000,174.98,-66.56644439697266
1742829885458000000,175.08499975585937,-63.111724853515625
1742829885562000000,175.18899975585938,-64.7635726928711
1742829885667000000,175.294,-67.28018951416016
1742829885773000000,175.4,-68.0533676147461
1742829885870000000,175.49700024414062,-70.21717071533203
1742829885976000000,175.603,-68.96492004394531
1742829886080000000,175.707,-70.30476379394531
1742829886180000000,175.807,-71.2485122680664
1742829886285000000,175.912,-71.74444580078125
1742829886387000000,176.014,-69.1318588256836
1742829886489000000,176.116,-69.67527770996094
1742829886592000000,176.219,-61.62092590332031
1742829886696000000,176.323,-64.28984069824219
1742829886797000000,176.424,-66.22498321533203
1742829886902000000,176.52900024414063,-68.50252532958984
1742829887004000000,176.631,-69.92552185058594
1742829887108000000,176.735,-70.97386169433594
1742829887212000000,176.839,-71.66358184814453
1742829887317000000,176.944,-70.12413787841797
1742829887421000000,177.048,-71.2949447631836
1742829887525000000,177.152,-62.409366607666016
1742829887629000000,177.256,-64.88433074951172
1742829887729000000,177.356,-67.17969512939453
1742829887834000000,177.46099975585938,-69.52027130126953
1742829887937000000,177.564,-70.82176971435547
1742829888042000000,177.66899975585937,-63.53965759277344
1742829888146000000,177.7729997558594,-63.16143035888672
1742829888246000000,177.87300024414063,-64.46035766601562
1742829888352000000,177.979,-66.59485626220703
1742829888458000000,178.08499975585937,-68.1816635131836
1742829888558000000,178.18500024414064,-70.19563293457031
1742829888663000000,178.29,-69.7157211303711
1742829888769000000,178.396,-72.97824096679688
1742829888870000000,178.49700024414062,-74.0438232421875
1742829888973000000,178.6,-75.30743408203125
1742829889077000000,178.704,-76.6032943725586
1742829889179000000,178.806,-76.94281005859375
1742829889287000000,178.914,-75.48558807373047
1742829889386000000,179.01299975585937,-76.20463562011719
1742829889491000000,179.118,-77.6442642211914
1742829889591000000,179.218,-78.0497817993164
1742829889691000000,179.318,-76.57464599609375
1742829889796000000,179.423,-76.87992858886719
1742829889896000000,179.523,-75.63867950439453
1742829889995000000,179.622,-76.82955932617188
1742829890095000000,179.722,-77.16817474365234
1742829890196000000,179.823,-77.10054016113281
1742829890300000000,179.927,-76.04347229003906
1742829890405000000,180.032,-76.55671691894531
1742829890506000000,180.13299975585937,-76.5330581665039
1742829890609000000,180.236,-75.8560791015625
1742829890712000000,180.339,-76.6246337890625
1742829890812000000,180.439,-77.97205352783203
1742829890917000000,180.544,-74.18739318847656
1742829891021000000,180.648,-74.97859191894531
1742829891124000000,180.751,-76.40562438964844
1742829891229000000,180.856,-77.03877258300781
1742829891330000000,180.95699975585939,-75.24942779541016
1742829891435000000,181.062,-74.20221710205078
