time,seconds_elapsed,bpm
1733923693133723400,2408.5587233886718,83
1733923702133723400,2417.5587233886718,80
1733923707133723400,2422.5587233886718,75
1733923723133723400,2438.5587233886718,77.00000000000001
1733923732133723400,2447.5587233886718,76
1733923735133723400,2450.5587233886718,77.00000000000001
1733923739133723400,2454.5587233886718,78
1733923743133723400,2458.5587233886718,79
1733923772133723400,2487.5587233886718,87
1733923775133723400,2490.5587233886718,87
1733923778133723400,2493.5587233886718,87
1733923783133723400,2498.5587233886718,90
1733923814133723400,2529.5587233886718,96
1733923822133723400,2537.5587233886718,90
1733924121508723500,2836.9337233886718,99
1733924128508723500,2843.9337233886718,99
1733924129508723700,2844.9337236328124,99
1733924141508723700,2856.9337236328124,95
1733924144508723500,2859.9337233886718,93
1733924158508723500,2873.9337233886718,85
1733924163508723500,2878.9337233886718,80
1733924165508723500,2880.9337233886718,81
1733924173508723700,2888.9337236328124,80
1733924174508723500,2889.9337233886718,81
1733924179508723500,2894.9337233886718,79
1733924188508723500,2903.9337233886718,74
1733924193508723500,2908.9337233886718,78
1733924197508723500,2912.9337233886718,77.00000000000001
1733924203508723500,2918.9337233886718,78
1733924208508723700,2923.9337236328124,74
1733924210508723700,2925.9337236328124,73
1733924214508723500,2929.9337233886718,73
1733924219508723500,2934.9337233886718,77.00000000000001
1733924244508723500,2959.9337233886718,96
1733924255508723500,2970.9337233886718,96
1733924260508723500,2975.9337233886718,97
1733924265508723500,2980.9337233886718,97
1733924313508723500,3028.9337233886718,96
1733924315508723500,3030.9337233886718,96
1733924323508723500,3038.9337233886718,92.00000000000001
1733924324508723500,3039.9337233886718,91
1733924348508723500,3063.9337233886718,79
1733924353508723500,3068.9337233886718,78
1733924354508723500,3069.9337233886718,77.00000000000001
1733924361508723700,3076.9337236328124,75
1733924367633723400,3083.0587233886718,76
1733924374633723400,3090.0587233886718,70
1733924379633723400,3095.0587233886718,68
1733924384633723400,3100.0587233886718,68
1733924389633723400,3105.0587233886718,68
1733924390633723400,3106.0587233886718,69
1733924399633723400,3115.0587233886718,69
1733924404633723400,3120.0587233886718,68
1733924407633723400,3123.0587233886718,68
1733924411633723400,3127.0587233886718,69
1733924415633723400,3131.0587233886718,71
1733924420633723400,3136.0587233886718,73
1733924445633723400,3161.0587233886718,91
1733924455258723600,3170.6837236328124,86
1733924457258723600,3172.6837236328124,84
1733924474258723600,3189.6837236328124,81
1733924480258723600,3195.6837236328124,82
1733924485258723600,3200.6837236328124,79
1733924490258723600,3205.6837236328124,75
1733924520258723600,3235.6837236328124,85
1733924554258723600,3269.6837236328124,91
1733924605258723600,3320.6837236328124,94
1733924606258723600,3321.6837236328124,94
1733924625258723600,3340.6837236328124,90
1733924626258723600,3341.6837236328124,89
1733924631258723600,3346.6837236328124,87
1733924636258723600,3351.6837236328124,90
1733924641258723600,3356.6837236328124,93
1733924650258723600,3365.6837236328124,93
1733924655258723600,3370.6837236328124,93
1733924658258723600,3373.6837236328124,93
1733924662258723600,3377.6837236328124,92.00000000000001
1733924666258723600,3381.6837236328124,92.00000000000001
1733924671258723600,3386.6837236328124,93
1733924679258723600,3394.6837236328124,92.00000000000001
1733924685258723600,3400.6837236328124,88
1733924688258723600,3403.6837236328124,86
1733924691258723600,3406.6837236328124,85
1733924696258723600,3411.6837236328124,88
1733924705258723600,3420.6837236328124,90
1733924710258723600,3425.6837236328124,90
1733924713258723600,3428.6837236328124,90
1733924716258723600,3431.6837236328124,91
1733924725258723600,3440.6837236328124,90
1733924730258723600,3445.6837236328124,88
1733924735258723600,3450.6837236328124,83
1733924736258723600,3451.6837236328124,81
1733924741258723600,3456.6837236328124,84
1733924746258723600,3461.6837236328124,87
1733924759258723600,3474.6837236328124,91
1733924761258723600,3476.6837236328124,92.00000000000001
1733924769258723600,3484.6837236328124,94
1733924771258723600,3486.6837236328124,95
1733924780258723600,3495.6837236328124,97
1733924781258723600,3496.6837236328124,97
1733924786258723600,3501.6837236328124,98
1733924791258723600,3506.6837236328124,97
1733924810258723600,3525.6837236328124,99
1733924831258723600,3546.6837236328124,93
1733924836258723600,3551.6837236328124,92.00000000000001
1733924855258723600,3570.6837236328124,83
1733924860258723600,3575.6837236328124,77.00000000000001
1733924864258723600,3579.6837236328124,76
1733924869258723600,3584.6837236328124,74
1733924871258723600,3586.6837236328124,74
1733924876258723600,3591.6837236328124,78
1733924881258723600,3596.6837236328124,84
1733924890258723600,3605.6837236328124,87
1733924891258723600,3606.6837236328124,87
1733924899258723600,3614.6837236328124,88
1733924901258723600,3616.6837236328124,88
1733924911258723600,3626.6837236328124,90
1733924918258723600,3633.6837236328124,87
1733924921258723600,3636.6837236328124,86
1733924926258723600,3641.6837236328124,86
1733924933258723600,3648.6837236328124,90
1733924950258723600,3665.6837236328124,93
1733924955258723600,3670.6837236328124,93
1733924960258723600,3675.6837236328124,93
1733924961258723600,3676.6837236328124,94
1733924970258723600,3685.6837236328124,96
1733924971258723600,3686.6837236328124,96
1733924976258723600,3691.6837236328124,95
1733924981258723600,3696.6837236328124,96
1733924986258723600,3701.6837236328124,96
1733924991258723600,3706.6837236328124,97
1733924997258723600,3712.6837236328124,98
1733925005258723600,3720.6837236328124,97
1733925009258723600,3724.6837236328124,96
1733925014258723600,3729.6837236328124,96
1733925017258723600,3732.6837236328124,97
1733925021258723600,3736.6837236328124,97
1733925030258723600,3745.6837236328124,96
1733925035258723600,3750.6837236328124,94
1733925036258723600,3751.6837236328124,93
1733925041258723600,3756.6837236328124,93
1733925050258723600,3765.6837236328124,92.00000000000001
1733925054633723400,3770.0587233886718,85
1733925060633723400,3776.0587233886718,80
1733925065633723400,3781.0587233886718,77.00000000000001
1733925115633723400,3831.0587233886718,81
1733925116633723400,3832.0587233886718,81
1733925122633723400,3838.0587233886718,81
1733925130633723400,3846.0587233886718,80
1733925131633723400,3847.0587233886718,80
1733925140633723400,3856.0587233886718,72
1733925160633723400,3876.0587233886718,75
1733925164633723400,3880.0587233886718,73
1733925169633723400,3885.0587233886718,73
1733925171633723400,3887.0587233886718,73
1733925185633723400,3901.0587233886718,81
1733925190633723400,3906.0587233886718,84
1733925193633723400,3909.0587233886718,84
1733925200633723400,3916.0587233886718,86
1733925271633723400,3987.0587233886718,77.00000000000001
1733925277633723400,3993.0587233886718,81
1733925286633723400,4002.0587233886718,83
1733925291633723400,4007.0587233886718,83
1733925296633723400,4012.0587233886718,81
1733925299633723400,4015.0587233886718,81
1733925302633723400,4018.0587233886718,81
1733925311633723400,4027.0587233886718,80
1733925314633723400,4030.0587233886718,79
1733925320633723400,4036.0587233886718,79
1733925325633723400,4041.0587233886718,81
1733925327633723400,4043.0587233886718,81
1733925336633723400,4052.0587233886718,83
1733925341633723400,4057.0587233886718,84
1733925346633723400,4062.0587233886718,81
1733925349633723400,4065.0587233886718,81
1733925352633723400,4068.0587233886718,80
1733925376508723700,4091.9337236328124,79
1733925381508723500,4096.933723388672,77.00000000000001
1733925388508723500,4103.933723388672,74
1733925394008723700,4109.433723632813,74
1733925403008723700,4118.433723632813,74
1733925405008723500,4120.433723388672,74
1733925413008723500,4128.433723388672,75
1733925423008723500,4138.433723388672,73
1733925424008723500,4139.433723388672,72
1733925430008723500,4145.433723388672,73
1733925454008723500,4169.433723388672,79
1733925462008723500,4177.433723388672,80
1733925467008723500,4182.433723388672,78
1733925474008723500,4189.433723388672,80
1733925481008723500,4196.433723388672,82
1733925487008723500,4202.433723388672,81
1733925489008723500,4204.433723388672,80
1733925497008723700,4212.433723632813,80
1733925500008723500,4215.433723388672,80
1733925507008723500,4222.433723388672,79
1733925513008723500,4228.433723388672,80
1733925514008723500,4229.433723388672,80
1733925554008723700,4269.433723632813,88
1733925559008723500,4274.433723388672,91
1733925567008723500,4282.433723388672,89
1733925588008723500,4303.433723388672,80
1733925591008723500,4306.433723388672,79
1733925596008723500,4311.433723388672,77.00000000000001
1733925599008723500,4314.433723388672,77.00000000000001
1733925608633723400,4324.058723388672,77.00000000000001
1733925612633723400,4328.058723388672,74
1733925616633723400,4332.058723388672,74
1733925623633723400,4339.058723388672,73
1733925627633723400,4343.058723388672,72
1733925629633723400,4345.058723388672,72
1733925638633723400,4354.058723388672,73
1733925643633723400,4359.058723388672,73
1733925648633723400,4364.058723388672,73
1733925649633723400,4365.058723388672,74
1733925654633723400,4370.058723388672,75
1733925663633723400,4379.058723388672,74
1733925668633723400,4384.058723388672,77.00000000000001
1733925670633723400,4386.058723388672,76
1733925674633723400,4390.058723388672,75
1733925679633723400,4395.058723388672,75
1733925688633723400,4404.058723388672,75
1733925693633723400,4409.058723388672,75
1733925694633723400,4410.058723388672,75
1733925699633723400,4415.058723388672,75
1733925704633723400,4420.058723388672,76
1733925709633723400,4425.058723388672,75
1733925717633723400,4433.058723388672,76
1733925719633723400,4435.058723388672,76
1733925724633723400,4440.058723388672,76
1733925731633723400,4447.058723388672,77.00000000000001
1733925736633723400,4452.058723388672,78
1733925743633723400,4459.058723388672,77.00000000000001
1733925745633723400,4461.058723388672,77.00000000000001
1733925749633723400,4465.058723388672,77.00000000000001
1733925757633723400,4473.058723388672,79
1733925759633723400,4475.058723388672,78
1733925768633723400,4484.058723388672,79
1733925770633723400,4486.058723388672,78
1733925778633723400,4494.058723388672,76
1733925780633723400,4496.058723388672,76
1733925784633723400,4500.058723388672,79
1733925791633723400,4507.058723388672,80
1733925798633723400,4514.058723388672,80
1733925813633723400,4529.058723388672,81
1733925817633723400,4533.058723388672,80
1733925819633723400,4535.058723388672,80
1733925826633723400,4542.058723388672,79
1733925829633723400,4545.058723388672,79
1733925843633723400,4559.058723388672,82
1733925847633723400,4563.058723388672,81
